"V1","V2"
-122.448128802229,37.8068916197819
-122.448184999904,37.8067549996131
-122.448146000174,37.8063500002853
-122.448183999664,37.8063389995592
-122.44838600021,37.8062200002246
-122.448492000127,37.8060879995483
-122.448321000302,37.8049939999168
-122.448278999797,37.8047240002904
-122.448240999435,37.8044779997882
-122.448815000415,37.8042290000376
-122.449124000268,37.8040080002687
-122.449387999926,37.8037110002379
-122.449495999436,37.8034700000143
-122.449583999638,37.8031529997722
-122.449564999511,37.8027909996139
-122.449459999904,37.8024539996841
-122.449179000285,37.802073999802
-122.448802999641,37.8017719997943
-122.448360000167,37.8015869995935
-122.447922000371,37.8015319997778
-122.447820000521,37.8016329997472
-122.447695000226,37.8008320000974
-122.447655999911,37.8006809997573
-122.447612999879,37.8003239999887
-122.447466000148,37.7993900000372
-122.447341000266,37.7985529997037
-122.44730300049,37.7984590001164
-122.447157999433,37.797514999997
-122.447014999488,37.7965790000235
-122.44687100013,37.7956410002478
-122.44672799957,37.794706000087
-122.446651999708,37.7941949997683
-122.446588000269,37.7937650002541
-122.446523999459,37.7933369996115
-122.446445999977,37.7928109997419
-122.446299999897,37.7918789997658
-122.447678999881,37.7917030004393
-122.449367000408,37.7914879998757
-122.449426000236,37.7916370001747
-122.450994999823,37.7913229996173
-122.452739999667,37.7909739996619
-122.454229000458,37.7906760000798
-122.455835999955,37.7903549996236
-122.457480000099,37.7900259997691
-122.459028999582,37.7897160001583
-122.459475999986,37.789711000392
-122.459924999789,37.7895430002407
-122.46358099967,37.7888059999323
-122.464780999701,37.7885640001362
-122.465842000506,37.7883500003988
-122.466924000353,37.7881319997507
-122.467988999964,37.7878489997976
-122.47008100027,37.7873990002283
-122.470912000159,37.7872209997794
-122.47116000046,37.7872230002651
-122.47223399997,37.787232000137
-122.47235200015,37.7872339997501
-122.47247299975,37.7872289997134
-122.473321,37.7871929995523
-122.47442699988,37.7869749999261
-122.475546999474,37.7867820003976
-122.476624999639,37.7867960003995
-122.477695999701,37.7867969996242
-122.478779999629,37.7868999998618
-122.479845000001,37.7867959998626
-122.481003000143,37.7870670002625
-122.481871000402,37.7872200000219
-122.483799000221,37.7877400002956
-122.484534000415,37.7892229996531
-122.483985000275,37.7897690001795
-122.484314999704,37.7900710000275
-122.484320999557,37.789948999869
-122.48440599991,37.7896410004296
-122.485045999499,37.7895330002494
-122.485426000348,37.7898249996714
-122.485942989081,37.7908389780277
-122.485895446804,37.7908936082181
-122.4857407999,37.7910216177276
-122.485583435525,37.7912386708486
-122.485411104121,37.7914681116889
-122.485285074423,37.7917129533183
-122.48499562266,37.7919484101066
-122.484752904395,37.7922154434993
-122.484541846367,37.7925223959935
-122.484364087662,37.7927397896596
-122.4841840403,37.7930624010886
-122.484072969421,37.7932948535922
-122.483857998052,37.7936463695454
-122.483593025724,37.7940351330571
-122.483293864937,37.7946712376925
-122.483517864727,37.7947300186727
-122.483087956732,37.7956115774242
-122.482998907965,37.7959032979035
-122.482850983543,37.7961777170251
-122.482765429356,37.7964852310827
-122.482666598377,37.7968136982923
-122.482504933858,37.7971493185699
-122.482349705827,37.7974958055115
-122.482180388738,37.7978327741586
-122.48216938347,37.7979963622674
-122.482136055035,37.7981298389216
-122.482085042794,37.7982343472844
-122.482121878882,37.7982898222368
-122.482129066386,37.798328722711
-122.482111767565,37.7983716928452
-122.482101889568,37.7984047833724
-122.482087533728,37.7984428275004
-122.482079095215,37.7984722348516
-122.482041658802,37.7985094466564
-122.481957801007,37.7985352450863
-122.481870187877,37.7985354973317
-122.481831246746,37.7985739546159
-122.481913687095,37.7987288587885
-122.481933371758,37.7987749203591
-122.481894737906,37.7987797477559
-122.481782971693,37.7986861917019
-122.481759137136,37.7987954071787
-122.481735903649,37.7988059968014
-122.481729098092,37.7988459534676
-122.481697920287,37.7988572398546
-122.481554134459,37.7987482312219
-122.481545077473,37.7987916260342
-122.481675134233,37.7988875308548
-122.481685493469,37.7989300370256
-122.481642535445,37.7989331976392
-122.481619975285,37.79895186803
-122.48160218693,37.7989765550231
-122.481583026354,37.7990073627662
-122.481562263531,37.7990357578113
-122.481552840643,37.7990859134575
-122.481537370103,37.7991398278992
-122.481506990237,37.7992110647853
-122.481471577111,37.7992665336738
-122.481416466609,37.7993335970368
