"V1","V2"
-122.421442000438,37.7855670000529
-122.421360000061,37.7852139998652
-122.421276999912,37.7848570000838
-122.421193000032,37.7847529995996
-122.421242999735,37.7846349997195
-122.421170999471,37.7842829998869
-122.421098000056,37.7839149998652
-122.421008000409,37.7838239997271
-122.42104999965,37.7837119998807
-122.420977000533,37.7833519998572
-122.420901000197,37.782977000165
-122.420816999946,37.7828939995694
-122.420882000218,37.7827759996294
-122.420809999565,37.7824169997745
-122.42073799974,37.7820529999014
-122.420638000454,37.7819609998355
-122.420692999871,37.7818520002217
-122.420623000377,37.7814940004149
-122.420552000329,37.7811259998319
-122.420440000114,37.7810310002922
-122.420499000492,37.7809090004097
-122.420424999968,37.7805830002415
-122.420335999686,37.7801900000648
-122.4202469996,37.7800749999148
-122.420460999558,37.7800689997133
-122.421891999949,37.7798899996832
-122.423540999643,37.7796740002546
-122.423447999578,37.7792130002236
-122.423354000295,37.7787470002254
-122.424997999651,37.7785379999474
-122.426641000255,37.7783290001199
-122.428083999714,37.778145000206
-122.428909000546,37.7780389998722
-122.429152000547,37.7780070002925
-122.429849000495,37.7779189997812
-122.43057599992,37.7778269999122
-122.431574999627,37.7776999996238
-122.433219000036,37.7774899998089
-122.434863999934,37.7772809996134
-122.436506999805,37.7770679996317
-122.438177000307,37.7768559998716
-122.439844000068,37.776644000436
-122.440340000277,37.7765799998672
-122.441487999897,37.7764350002377
-122.441633999635,37.7771559998158
-122.441678000323,37.7773730002822
-122.441866000013,37.7783000001482
-122.442053000085,37.7792439996172
-122.441119000517,37.7793720001656
-122.440957999616,37.7793640003332
-122.44114899985,37.7802930000228
-122.441339999525,37.7812350003455
-122.441512000337,37.7820959996272
-122.441672000354,37.7822340001267
-122.441820000053,37.7823070001656
-122.442691999591,37.7826429995912
-122.442793000466,37.7828850001207
-122.442702000372,37.7829720002431
-122.441158000102,37.7831639998736
-122.43963299992,37.7833599996328
-122.43947999949,37.7833080000475
-122.439351999665,37.7833949996374
-122.438937000258,37.7834500000476
-122.438551000344,37.7835969999283
-122.438267999886,37.7837159995511
-122.43801700025,37.7837730002701
-122.437847999469,37.7837180000726
-122.4377519998,37.7838019998589
-122.434658999541,37.7841939996433
-122.434562000402,37.7841520002351
-122.434465000478,37.7842219997288
-122.433737000174,37.7843140001869
-122.432970000014,37.7844099997728
-122.432914000189,37.7843549999686
-122.432884999534,37.7844199999522
-122.431398999955,37.7846069996533
-122.431204999442,37.7845679996091
-122.431053000478,37.7846680001287
-122.429519000413,37.7848549997101
-122.4290630001,37.7849099998355
-122.428101999945,37.7850270000639
-122.427988999454,37.7849540000518
-122.427893999474,37.7850639996909
-122.426483000027,37.785241999791
-122.424899000162,37.7854410003176
-122.424687000192,37.7853350004031
-122.424858000364,37.786195999717
-122.425047000517,37.7871299998614
-122.425141000462,37.7875970002955
-122.425237000189,37.7880699998221
-122.425331000431,37.7885359997092
-122.425422999987,37.7889949999819
-122.425615999528,37.7899520002901
-122.423975000535,37.7901600004123
-122.422329000257,37.7903700002971
-122.422408000394,37.7902410001713
-122.422257000474,37.7894919996901
-122.422134999855,37.7894119996063
-122.422218999721,37.7893060000009
-122.422144999865,37.7889429999275
-122.422070000359,37.788569999981
-122.421948999645,37.7884899996411
-122.422031999637,37.7883829998657
-122.421955000231,37.7880010004436
-122.421878999912,37.7876280004349
-122.421757999803,37.787547999904
-122.421842000346,37.7874419995934
-122.421765000138,37.787061999825
-122.421688999464,37.7866889996673
-122.421569999558,37.7866189995935
-122.421446999853,37.7865279995667
-122.421372999515,37.7861660001914
-122.421297999643,37.7857940000307
-122.421392999475,37.785686000288
-122.421442000438,37.7855670000529
