"V1","V2"
-122.446949999879,37.7565499998882
-122.445945999632,37.7564130000276
-122.445848999501,37.7564249999242
-122.445645999979,37.7564490002419
-122.445282999993,37.7565729997008
-122.445026000118,37.7566119998202
-122.444763000069,37.7565580000157
-122.444545000491,37.7564300001664
-122.444500999773,37.7563740003246
-122.444485000168,37.7563540002525
-122.44438499987,37.7564020001166
-122.444374999683,37.7564220001648
-122.444357000111,37.7564560002375
-122.444354999649,37.7565029996894
-122.444407000082,37.756567999718
-122.44482000055,37.756808000184
-122.445105999641,37.7569610002106
-122.444978999463,37.7572039999628
-122.444964000389,37.7572730001564
-122.444811999856,37.7572530003884
-122.444696000421,37.7572239997674
-122.443932999859,37.7567070003282
-122.44338300047,37.7563370002643
-122.443275999672,37.7562339999096
-122.44333399981,37.7564239996079
-122.442981000415,37.7561600001932
-122.442378999572,37.756512000343
-122.442273000337,37.7565749999087
-122.442219999542,37.7566389996397
-122.442244000086,37.7567549999935
-122.442286999713,37.756854000159
-122.442370999991,37.7575840001613
-122.442281000565,37.7576300002682
-122.442257999759,37.7577340003153
-122.442237999507,37.758103999595
-122.442222999679,37.7583230000989
-122.442208999954,37.7585140001908
-122.442163999834,37.7587539996986
-122.442175000253,37.7589390002068
-122.44103399986,37.7590100003045
-122.440797999693,37.7590249997517
-122.440591000358,37.7590419995887
-122.440381000449,37.7590320000251
-122.440095999651,37.7589789999313
-122.43916699947,37.7590279997693
-122.4391140004,37.7584629996607
-122.439073999729,37.7578550000247
-122.439032999596,37.7574150004092
-122.439002999502,37.7570899998137
-122.43897700008,37.7570220003234
-122.438838999903,37.7555249996125
-122.438864000182,37.7554339999702
-122.438974000523,37.7553889999879
-122.43964700026,37.755320000346
-122.440033000264,37.7552290002892
-122.440345000173,37.7552279996509
-122.44045000015,37.7550650003461
-122.440768000106,37.7546090003053
-122.440897000418,37.7544929998313
-122.441076000051,37.7541779999671
-122.441162999647,37.7540899998547
-122.441306999698,37.7538800001027
-122.441806999922,37.7534709997122
-122.441885999611,37.7533649999927
-122.442056999971,37.7530709999456
-122.442238999587,37.7528299996449
-122.442492999805,37.7526070002717
-122.442525000455,37.7523800002648
-122.442704000181,37.7523770000809
-122.442846999515,37.7523749995816
-122.442991000066,37.7518079995814
-122.443061999718,37.7515279996673
-122.443212999992,37.7509349997421
-122.443255000334,37.7507689998315
-122.443401999439,37.7501870000899
-122.443347000256,37.7500829998673
-122.443440999901,37.7500149996194
-122.443552999812,37.7494429999736
-122.443703999925,37.7491769999885
-122.444093000093,37.7486849997984
-122.444267000569,37.7483800001995
-122.444221000266,37.7480310003795
-122.444157999424,37.7477909995603
-122.444171999638,37.7475559999842
-122.444291999928,37.7473090000649
-122.44442599978,37.7471739996539
-122.444619999956,37.7470810001769
-122.444740000196,37.7470450003509
-122.444820000091,37.7469700002824
-122.444785999567,37.7469340004516
-122.444555999756,37.7466869999767
-122.444602999509,37.7466829998034
-122.444782999752,37.7467710000181
-122.444847000358,37.7469449998474
-122.445050000382,37.747015000189
-122.445414000223,37.7469599999273
-122.446186000478,37.7468430003858
-122.44664800044,37.746759999706
-122.44684100004,37.7467219996053
-122.447398999629,37.7465960003065
-122.447658999865,37.7465369997008
-122.447786000397,37.7464379996908
-122.44791600025,37.746480000161
-122.448561999981,37.7463160003196
-122.44889299944,37.7462319998567
-122.449720999547,37.7460559999672
-122.450705000382,37.7459289999462
-122.450852999874,37.745825999844
-122.450969999886,37.7458700002132
-122.451570000448,37.7456539999511
-122.451624000111,37.7455340001953
-122.451690999942,37.745605999973
-122.451816000437,37.7456709999014
-122.452228000387,37.7456920004336
-122.453375999882,37.7456880002847
-122.453644999734,37.7456960003153
-122.453829000101,37.7457239996533
-122.453915999806,37.745700000259
-122.453958999838,37.7457650003466
-122.454275000204,37.7459079996184
-122.454585000144,37.746106999911
-122.454663999876,37.7461060004448
-122.454721999574,37.7461780000384
-122.454815000489,37.7462169999756
-122.455374999591,37.7463479995997
-122.455466999903,37.7463279995571
-122.455533999566,37.7463940004393
-122.455839000344,37.7464659999679
-122.456223999732,37.7465580000945
-122.456314999508,37.746529999568
-122.45637700035,37.7465899996757
-122.456673999719,37.7466600003027
-122.457078999809,37.7467249999931
-122.457167000023,37.7466980003223
-122.45724800013,37.7467540002039
-122.457912000503,37.7468610000929
-122.458471999956,37.746870999602
-122.458657000432,37.7468230003037
-122.458729000172,37.7467549999093
-122.458690999778,37.7468589998686
-122.459030000071,37.7472589999628
-122.459173999474,37.7472859995719
-122.459016999852,37.7473059998091
-122.4587120005,37.7476050003862
-122.458634999954,37.747768999906
-122.458661999981,37.748037999791
-122.458853999871,37.7482590000026
-122.459497000024,37.7489179999252
-122.45962599957,37.7489420004166
-122.459639000242,37.7490189997588
-122.460403000364,37.7497569996258
-122.460551999873,37.7499389998149
-122.461040000424,37.7509579995684
-122.461418000226,37.7514459997949
-122.461523999615,37.751503999648
-122.461160000129,37.7516940004204
-122.460667999935,37.7518139998065
-122.459208999769,37.7519279999218
-122.458985000374,37.7519460000355
-122.45795700002,37.7516599998756
-122.457031999952,37.7514020002485
-122.456447999458,37.751483000398
-122.456091000518,37.7518039995969
-122.456004999826,37.7520940003149
-122.456014000399,37.7523590003646
-122.456029999674,37.7528540002167
-122.456031999934,37.7528860002676
-122.455918999684,37.7531479999056
-122.455783999864,37.7534100004094
-122.455537000511,37.7537740000599
-122.455236000044,37.7542050001087
-122.455175000067,37.7543370001578
-122.455125000079,37.7548760004302
-122.455095000034,37.7549759999454
-122.455052000056,37.7551159997942
-122.454820999973,37.7555469998899
-122.454250000489,37.756346999963
-122.454171999613,37.7565070003329
-122.454077999925,37.7570269997024
-122.454027000163,37.7571800003343
-122.453872000298,37.757378000248
-122.453768999865,37.7574680000787
-122.453669000095,37.7575559998182
-122.453593999551,37.7576219998009
-122.453316999899,37.7578199996743
-122.452894999541,37.758062999882
-122.4528349998,37.7580969996786
-122.452550999545,37.7581919998331
-122.45229799993,37.7582770003664
-122.452117000276,37.7583250002876
-122.452048000298,37.7583440000304
-122.451367000278,37.7585760001506
-122.450929000051,37.7587249996761
-122.448535000499,37.7590449998846
-122.44847400002,37.7589540004447
-122.448484000172,37.7586090000536
-122.448295000297,37.7580289999551
-122.448182000296,37.7578499999984
-122.447915000569,37.7575890004161
-122.447819000526,37.7574900003381
-122.44770699946,37.7573450001971
-122.447547000085,37.7571900000416
-122.447306999745,37.7570420001576
-122.447164999916,37.7569160000424
-122.447118999479,37.756874999937
-122.44703299983,37.7567559998466
-122.446949999879,37.7565499998882
