"V1","V2"
-122.425527999536,37.7565490001414
-122.425386000544,37.7551219998621
-122.425456999858,37.7550290000287
-122.425378000192,37.7549449999615
-122.425236000155,37.7535189995798
-122.425303000413,37.7534319996667
-122.425227999914,37.7533560001085
-122.425155000219,37.7526270001141
-122.425086000328,37.7519289997931
-122.425153000462,37.7518419999232
-122.425066000086,37.7517240001794
-122.425008999969,37.7511489998801
-122.42507599946,37.7510329996146
-122.424987000365,37.7509260003374
-122.424929999602,37.7503490001402
-122.424998999518,37.7502329996614
-122.424907999525,37.7501250002112
-122.424869000174,37.7497249997522
-122.42485099999,37.7495479998973
-122.424922999658,37.7494350001763
-122.424830000062,37.7493309996111
-122.424772999898,37.7487520003005
-122.424845000094,37.7486330002532
-122.42491800038,37.748512000229
-122.424862999918,37.747939000099
-122.424768000046,37.7478299997364
-122.424583999783,37.7478470000371
-122.422877999512,37.7479480002846
-122.422487000318,37.7480129997117
-122.422300000341,37.7480700001473
-122.421392999434,37.7481239997181
-122.421384999912,37.7480320000361
-122.42132799967,37.7474419999733
-122.4214059999,37.7472310003251
-122.421703999773,37.7464120003887
-122.421917999661,37.7458259998962
-122.422217999757,37.7455790004077
-122.422283000042,37.7454820004483
-122.422276000263,37.7453480001132
-122.422293000063,37.7451840004086
-122.422368999796,37.744958999657
-122.422438999778,37.7447590002071
-122.422705999711,37.7440399995917
-122.422668999813,37.743941999621
-122.422762999748,37.7438550001718
-122.423042999706,37.743114000287
-122.423301999435,37.7424259998927
-122.423286000026,37.7422949996897
-122.424232999446,37.7422359998598
-122.425813999811,37.7421409996463
-122.426518000555,37.742098000174
-122.426845999749,37.7420780002903
-122.42787900025,37.7420149998306
-122.428729000123,37.7419639998987
-122.428911000401,37.7419529998117
-122.429946999671,37.7418899996688
-122.430887999868,37.7418330001039
-122.431117999651,37.7418320003967
-122.43201700003,37.7417940002058
-122.432224999801,37.7417830003732
-122.432443999962,37.7417720000121
-122.43259700049,37.7417999998824
-122.432780999778,37.7418989996997
-122.432902000418,37.7419249997313
-122.43325899986,37.741903000292
-122.433314999902,37.7424950002257
-122.433380000132,37.743175000336
-122.433319999822,37.7432960000129
-122.434622000284,37.7432179996269
-122.435559000504,37.7431609998278
-122.435535999539,37.7426969995815
-122.4355090003,37.7425919996818
-122.435462000175,37.7422729997405
-122.435386999917,37.7419229996894
-122.435425000075,37.7416880000927
-122.435525000262,37.7416520000923
-122.435620999707,37.7415340001127
-122.435583999432,37.7416119997654
-122.435799999776,37.7421049997279
-122.436097999829,37.7425189997032
-122.4364719996,37.7428860001838
-122.437226999712,37.7434210001141
-122.437513999705,37.7435940004509
-122.437682999628,37.7436090000144
-122.437739000241,37.7437290001977
-122.439529000458,37.7448039999404
-122.439764000498,37.7449700002298
-122.439968000047,37.7452269998327
-122.440088000159,37.7452960002595
-122.441270000529,37.7452310002447
-122.44127099962,37.7450479997002
-122.441365999684,37.7449069995805
-122.441710000142,37.7446289999678
-122.442013999677,37.7444520002058
-122.442270999528,37.7443750002789
-122.442629000413,37.7443480002604
-122.442644000018,37.7441929997368
-122.442741000535,37.7439949998059
-122.442892999696,37.7438430000173
-122.443742999516,37.7433699996794
-122.44390099954,37.7433040000659
-122.444148000433,37.7432969996804
-122.444360000018,37.7433690002189
-122.444657999612,37.7435279996333
-122.445213999498,37.743688000005
-122.445411000354,37.7437659997157
-122.445589999995,37.7439059997556
-122.445679000481,37.7441389998427
-122.445732999491,37.7444170002134
-122.44578500008,37.7446519999502
-122.445865999671,37.7448050002858
-122.446025999789,37.7451339997823
-122.446179000244,37.7453140003164
-122.446336000147,37.7454599997887
-122.446427999728,37.7455179999427
-122.446738999686,37.7458410002513
-122.446816999789,37.7459509996845
-122.446853000367,37.7461229998488
-122.447284999883,37.7460550001769
-122.447375000173,37.7464819996274
-122.447398999629,37.7465960003065
-122.44684100004,37.7467219996053
-122.44664800044,37.746759999706
-122.446186000478,37.7468430003858
-122.445414000223,37.7469599999273
-122.445050000382,37.747015000189
-122.444847000358,37.7469449998474
-122.444782999752,37.7467710000181
-122.444602999509,37.7466829998034
-122.444555999756,37.7466869999767
-122.444785999567,37.7469340004516
-122.444820000091,37.7469700002824
-122.444740000196,37.7470450003509
-122.444619999956,37.7470810001769
-122.44442599978,37.7471739996539
-122.444291999928,37.7473090000649
-122.444171999638,37.7475559999842
-122.444157999424,37.7477909995603
-122.444221000266,37.7480310003795
-122.444267000569,37.7483800001995
-122.444093000093,37.7486849997984
-122.443703999925,37.7491769999885
-122.443552999812,37.7494429999736
-122.443440999901,37.7500149996194
-122.443347000256,37.7500829998673
-122.443401999439,37.7501870000899
-122.443255000334,37.7507689998315
-122.443212999992,37.7509349997421
-122.443061999718,37.7515279996673
-122.442991000066,37.7518079995814
-122.442846999515,37.7523749995816
-122.442704000181,37.7523770000809
-122.442525000455,37.7523800002648
-122.442492999805,37.7526070002717
-122.442238999587,37.7528299996449
-122.442056999971,37.7530709999456
-122.441885999611,37.7533649999927
-122.441806999922,37.7534709997122
-122.441306999698,37.7538800001027
-122.441162999647,37.7540899998547
-122.441076000051,37.7541779999671
-122.440897000418,37.7544929998313
-122.440768000106,37.7546090003053
-122.44045000015,37.7550650003461
-122.440345000173,37.7552279996509
-122.440033000264,37.7552290002892
-122.43964700026,37.755320000346
-122.438974000523,37.7553889999879
-122.438864000182,37.7554339999702
-122.437769000293,37.7555409996218
-122.437802999494,37.7558930003222
-122.436743999531,37.7559659999311
-122.435641999855,37.7560410002922
-122.434671000165,37.7561090003662
-122.434545999929,37.7560929998577
-122.432330999518,37.7562270001899
-122.431769999865,37.7562599999699
-122.430115000228,37.7563600000009
-122.427892000517,37.7564939998888
-122.426786999993,37.7565610003719
-122.425612000476,37.7566309997014
-122.425527999536,37.7565490001414
